ProjectedLong,ProjectedLat,PSA_NUM2025,DIST_NUM2025,TRACTCEN,BLKGRPCEN,CenPOP2020,UniqueID,Long,Lat
-8365909.089,4871940.174,353,35,27902,1,1274,2790200010,-75.15224,40.041262
-8366096.328,4871569.688,353,35,27902,2,2298,2790200020,-75.153922,40.038714
-8366221.897,4869296.479,352,35,28000,1,852,2800000010,-75.15505,40.023078
-8366482.718,4869971.438,353,35,28000,2,780,2800000020,-75.157393,40.027721
-8366077.738,4870132.225,353,35,28000,3,1187,2800000030,-75.153755,40.028827
-8365781.405,4869347.648,352,35,28000,4,1361,2800000040,-75.151093,40.02343
-8365442.437,4870739.491,353,35,28100,1,1667,2810000010,-75.148048,40.033004
-8365641.031,4870213.347,353,35,28100,2,909,2810000020,-75.149832,40.029385
-8365535.167,4869820.829,352,35,28100,3,786,2810000030,-75.148881,40.026685
-8364398.038,4870591.923,352,35,28200,1,1366,2820000010,-75.138666,40.031989
-8364930.813,4870778.6,352,35,28200,2,1392,2820000020,-75.143452,40.033273
-8364497.446,4871344.758,352,35,28200,3,1938,2820000030,-75.139559,40.037167
-8364632.477,4870285.601,352,35,28300,1,749,2830000010,-75.140772,40.029882
-8364695.372,4869856.01,352,35,28300,2,745,2830000020,-75.141337,40.026927
-8365319.318,4869384.862,352,35,28300,3,850,2830000030,-75.146942,40.023686
-8365023.654,4869342.414,352,35,28300,4,1635,2830000040,-75.144286,40.023394
-8364968.105,4869907.182,352,35,28300,5,882,2830000050,-75.143787,40.027279
-8364907.881,4870292.434,352,35,28300,6,700,2830000060,-75.143246,40.029929
-8365204.325,4869991.936,352,35,28300,7,733,2830000070,-75.145909,40.027862
-8364318.333,4870217.708,352,35,28400,1,1171,2840000010,-75.13795,40.029415
-8364305.42,4869903.402,352,35,28400,2,962,2840000020,-75.137834,40.027253
-8364340.263,4869670.223,352,35,28400,3,952,2840000030,-75.138147,40.025649
-8363835.429,4870133.388,352,35,28500,1,2303,2850000010,-75.133612,40.028835
-8362919.604,4870421.824,352,35,28600,1,1586,2860000010,-75.125385,40.030819
-8363040.497,4869982.341,352,35,28600,2,1590,2860000020,-75.126471,40.027796
-8363474.198,4869785.213,352,35,28600,3,2435,2860000030,-75.130367,40.02644
-8363452.379,4870472.853,352,35,28600,4,1057,2860000040,-75.130171,40.03117
-8362188.457,4869996.297,352,35,29000,1,1551,2900000010,-75.118817,40.027892
-8361745.962,4870371.812,352,35,29000,2,2867,2900000020,-75.114842,40.030475
-8362369.129,4870337.793,352,35,29000,3,1777,2900000030,-75.12044,40.030241
-8369733.915,4866894.153,391,39,17000,1,1384,1700000010,-75.186599,40.00655
-8368926.404,4867654.41,391,39,17000,2,491,1700000020,-75.179345,40.011781
-8369277.505,4866972.197,391,39,17000,3,1251,1700000030,-75.182499,40.007087
-8368378.266,4866447.997,393,39,17100,1,686,1710000010,-75.174421,40.00348
-8367950.02,4866264.163,393,39,17100,2,821,1710000020,-75.170574,40.002215
-8368233.774,4866713.072,393,39,17100,3,1469,1710000030,-75.173123,40.005304
-8368408.545,4866317.06,393,39,17100,4,746,1710000040,-75.174693,40.002579
-8367757.549,4865791.441,393,39,17201,1,902,1720100010,-75.168845,39.998962
-8367863.302,4865466.232,393,39,17201,2,989,1720100020,-75.169795,39.996724
-8367663.484,4866192.955,393,39,17201,3,1012,1720100030,-75.168,40.001725
-8368183.791,4865970.471,393,39,17202,1,1070,1720200010,-75.172674,40.000194
-8368450.179,4865738.547,393,39,17202,2,961,1720200020,-75.175067,39.998598
-8368695.304,4865608.201,393,39,17202,3,725,1720200030,-75.177269,39.997701
-8368127.798,4865677.806,393,39,17202,4,973,1720200040,-75.172171,39.99818
-8367326.742,4865725.904,393,39,17300,1,1086,1730000010,-75.164975,39.998511
-8367110.226,4866107.943,393,39,17300,2,548,1730000020,-75.16303,40.00114
-8366841.167,4865375.558,393,39,17300,3,1238,1730000030,-75.160613,39.9961
-8366286.462,4866785.301,392,39,20101,1,1673,2010100010,-75.15563,40.005801
-8366109.241,4866042.404,393,39,20101,2,668,2010100020,-75.154038,40.000689
-8366354.033,4866115.063,393,39,20101,3,1409,2010100030,-75.156237,40.001189
-8366056.253,4867444.247,392,39,20102,1,854,2010200010,-75.153562,40.010335
-8366108.796,4867216.649,392,39,20102,2,643,2010200020,-75.154034,40.008769
-8366401.678,4867491.919,392,39,20102,3,918,2010200030,-75.156665,40.010663
-8366094.658,4867763.999,392,39,20102,4,1075,2010200040,-75.153907,40.012535
-8367252.381,4866897.787,392,39,20200,1,1830,2020000010,-75.164307,40.006575
-8366696.118,4866823.232,392,39,20200,2,598,2020000020,-75.15931,40.006062
-8366654.595,4867497.006,392,39,20200,3,1607,2020000030,-75.158937,40.010698
-8367214.087,4867329.575,392,39,20200,4,897,2020000040,-75.163963,40.009546
-8366388.764,4869090.787,392,39,20400,1,658,2040000010,-75.156549,40.021663
-8365777.286,4868659.358,392,39,20400,2,705,2040000020,-75.151056,40.018695
-8365794.541,4869008.803,392,39,20400,3,890,2040000030,-75.151211,40.021099
-8366086.755,4868675.493,392,39,20400,4,799,2040000040,-75.153836,40.018806
-8367243.364,4867874.025,392,39,20500,1,710,2050000010,-75.164226,40.013292
-8366477.931,4868579.848,392,39,20500,2,2018,2050000020,-75.15735,40.018148
-8369406.858,4869088.607,391,39,20600,1,2043,2060000010,-75.183661,40.021648
-8370430.219,4867386.402,391,39,20701,1,1247,2070100010,-75.192854,40.009937
-8370017.223,4867758.912,391,39,20701,2,1796,2070100020,-75.189144,40.0125
-8369753.953,4867999.023,391,39,20701,3,820,2070100030,-75.186779,40.014152
-8371011.195,4867667.927,391,39,20702,1,855,2070200010,-75.198073,40.011874
-8370652.635,4868111.522,391,39,20702,2,1609,2070200020,-75.194852,40.014926
-8371130.975,4868425.191,391,39,20800,1,838,2080000010,-75.199149,40.017084
-8369810.392,4869683.597,391,39,20800,2,1652,2080000020,-75.187286,40.025741
-8369627.271,4870459.042,391,39,23900,2,836,2390000020,-75.185641,40.031075
-8368669.144,4869802.803,391,39,24000,1,1884,2400000010,-75.177034,40.026561
-8369196.242,4870086.867,391,39,24000,2,1924,2400000020,-75.181769,40.028515
-8367892.691,4870328.198,391,39,24200,1,639,2420000010,-75.170059,40.030175
-8368192.474,4870005.747,391,39,24200,2,1058,2420000020,-75.172752,40.027957
-8367534.353,4870120.014,391,39,24200,3,1153,2420000030,-75.16684,40.028743
-8367810.426,4869754.248,391,39,24200,4,1263,2420000040,-75.16932,40.026227
-8368507.954,4869415.68,391,39,24300,1,860,2430000010,-75.175586,40.023898
-8368191.138,4869108.522,391,39,24300,2,1386,2430000020,-75.17274,40.021785
-8367533.463,4869079.594,391,39,24300,3,956,2430000030,-75.166832,40.021586
-8367752.54,4868831.462,391,39,24300,4,676,2430000040,-75.1688,40.019879
-8367294.794,4869212.602,391,39,24400,1,853,2440000010,-75.164688,40.022501
-8367063.138,4869493.888,391,39,24400,2,904,2440000020,-75.162607,40.024436
-8367295.016,4869775.763,391,39,24400,3,1395,2440000030,-75.16469,40.026375
-8374354.676,4848527.767,77,77,980400,1,0,98040000010,-75.228108,39.880057
